date,location,location_name,count
2022-05-21,27,Minnesota,13
2022-05-21,29,Missouri,36
2022-05-21,28,Mississippi,31
2022-05-21,30,Montana,11
2022-05-21,37,North Carolina,52
2022-05-21,38,North Dakota,1
2022-05-21,31,Nebraska,7
2022-05-21,33,New Hampshire,15
2022-05-21,34,New Jersey,89
2022-05-21,35,New Mexico,65
2022-05-21,32,Nevada,85
2022-05-21,36,New York,194
2022-05-21,39,Ohio,69
2022-05-21,40,Oklahoma,32
2022-05-21,41,Oregon,36
2022-05-21,42,Pennsylvania,160
2022-05-21,72,Puerto Rico,27
2022-05-21,44,Rhode Island,6
2022-05-21,45,South Carolina,44
2022-05-21,46,South Dakota,6
2022-05-21,47,Tennessee,19
2022-05-21,48,Texas,151
2022-05-21,US,US,3219
2022-05-21,49,Utah,8
2022-05-21,51,Virginia,41
2022-05-21,50,Vermont,0
2022-05-21,53,Washington,54
2022-05-21,55,Wisconsin,26
2022-05-21,54,West Virginia,16
2022-05-21,56,Wyoming,6
2022-05-14,02,Alaska,3
2022-05-14,01,Alabama,15
2022-05-14,05,Arkansas,23
2022-05-14,04,Arizona,202
2022-05-14,06,California,285
2022-05-14,08,Colorado,176
2022-05-14,09,Connecticut,70
2022-05-14,11,District of Columbia,5
2022-05-14,10,Delaware,6
2022-05-14,12,Florida,288
2022-05-14,13,Georgia,47
2022-05-14,15,Hawaii,3
2022-05-14,19,Iowa,17
2022-05-14,16,Idaho,18
2022-05-14,17,Illinois,129
2022-05-14,18,Indiana,38
2022-05-14,20,Kansas,10
2022-05-14,21,Kentucky,46
2022-05-14,22,Louisiana,21
2022-05-14,25,Massachusetts,169
2022-05-14,24,Maryland,59
2022-05-14,23,Maine,37
2022-05-14,26,Michigan,180
2022-05-14,27,Minnesota,17
2022-05-14,29,Missouri,40
2022-05-14,28,Mississippi,26
2022-05-14,30,Montana,9
2022-05-14,37,North Carolina,44
2022-05-14,38,North Dakota,1
2022-05-14,31,Nebraska,4
2022-05-14,33,New Hampshire,18
2022-05-14,34,New Jersey,99
2022-05-14,35,New Mexico,38
2022-05-14,32,Nevada,73
2022-05-14,36,New York,192
2022-05-14,39,Ohio,82
2022-05-14,40,Oklahoma,51
2022-05-14,41,Oregon,26
2022-05-14,42,Pennsylvania,184
2022-05-14,72,Puerto Rico,31
2022-05-14,44,Rhode Island,8
2022-05-14,45,South Carolina,34
2022-05-14,46,South Dakota,11
2022-05-14,47,Tennessee,35
2022-05-14,48,Texas,165
2022-05-14,US,US,3219
2022-05-14,49,Utah,13
2022-05-14,51,Virginia,47
2022-05-14,50,Vermont,3
2022-05-14,53,Washington,57
2022-05-14,55,Wisconsin,36
2022-05-14,54,West Virginia,24
2022-05-14,56,Wyoming,4
2022-05-07,02,Alaska,6
2022-05-07,01,Alabama,22
2022-05-07,05,Arkansas,20
2022-05-07,04,Arizona,177
2022-05-07,06,California,213
2022-05-07,08,Colorado,260
2022-05-07,09,Connecticut,76
2022-05-07,11,District of Columbia,2
2022-05-07,10,Delaware,6
2022-05-07,12,Florida,226
2022-05-07,13,Georgia,43
2022-05-07,15,Hawaii,2
2022-05-07,19,Iowa,20
2022-05-07,16,Idaho,13
2022-05-07,17,Illinois,116
2022-05-07,18,Indiana,52
2022-05-07,20,Kansas,15
2022-05-07,21,Kentucky,60
2022-05-07,22,Louisiana,23
2022-05-07,25,Massachusetts,182
2022-05-07,24,Maryland,49
2022-05-07,23,Maine,8
2022-05-07,26,Michigan,171
2022-05-07,27,Minnesota,32
2022-05-07,29,Missouri,68
2022-05-07,28,Mississippi,23
2022-05-07,30,Montana,20
2022-05-07,37,North Carolina,54
2022-05-07,38,North Dakota,1
2022-05-07,31,Nebraska,6
2022-05-07,33,New Hampshire,23
2022-05-07,34,New Jersey,124
2022-05-07,35,New Mexico,72
2022-05-07,32,Nevada,46
2022-05-07,36,New York,242
2022-05-07,39,Ohio,104
2022-05-07,40,Oklahoma,37
2022-05-07,41,Oregon,29
2022-05-07,42,Pennsylvania,157
2022-05-07,72,Puerto Rico,34
2022-05-07,44,Rhode Island,6
2022-05-07,45,South Carolina,24
2022-05-07,46,South Dakota,3
2022-05-07,47,Tennessee,22
2022-05-07,48,Texas,156
2022-05-07,US,US,3252
2022-05-07,49,Utah,14
2022-05-07,51,Virginia,49
2022-05-07,50,Vermont,7
2022-05-07,53,Washington,60
2022-05-07,55,Wisconsin,51
2022-05-07,54,West Virginia,22
2022-05-07,56,Wyoming,4
2022-04-30,02,Alaska,1
2022-04-30,01,Alabama,16
2022-04-30,05,Arkansas,35
2022-04-30,04,Arizona,164
2022-04-30,06,California,215
2022-04-30,08,Colorado,165
2022-04-30,09,Connecticut,57
2022-04-30,11,District of Columbia,3
2022-04-30,10,Delaware,9
2022-04-30,12,Florida,176
2022-04-30,13,Georgia,37
2022-04-30,15,Hawaii,4
2022-04-30,19,Iowa,17
2022-04-30,16,Idaho,15
2022-04-30,17,Illinois,105
2022-04-30,18,Indiana,74
2022-04-30,20,Kansas,23
2022-04-30,21,Kentucky,98
2022-04-30,22,Louisiana,17
2022-04-30,25,Massachusetts,196
2022-04-30,24,Maryland,54
2022-04-30,23,Maine,30
2022-04-30,26,Michigan,136
2022-04-30,27,Minnesota,29
2022-04-30,29,Missouri,58
2022-04-30,28,Mississippi,27
2022-04-30,30,Montana,18
2022-04-30,37,North Carolina,64
2022-04-30,38,North Dakota,3
2022-04-30,31,Nebraska,16
2022-04-30,33,New Hampshire,31
2022-04-30,34,New Jersey,132
2022-04-30,35,New Mexico,52
2022-04-30,32,Nevada,52
2022-04-30,36,New York,280
2022-04-30,39,Ohio,107
2022-04-30,40,Oklahoma,48
2022-04-30,41,Oregon,25
2022-04-30,42,Pennsylvania,177
2022-04-30,72,Puerto Rico,53
2022-04-30,44,Rhode Island,5
2022-04-30,45,South Carolina,39
2022-04-30,46,South Dakota,9
2022-04-30,47,Tennessee,49
2022-04-30,48,Texas,202
2022-04-30,US,US,3347
2022-04-30,49,Utah,3
2022-04-30,51,Virginia,66
2022-04-30,50,Vermont,6
2022-04-30,53,Washington,42
2022-04-30,55,Wisconsin,64
2022-04-30,54,West Virginia,38
2022-04-30,56,Wyoming,5
2022-04-23,02,Alaska,2
2022-04-23,01,Alabama,29
2022-04-23,05,Arkansas,39
2022-04-23,04,Arizona,134
2022-04-23,06,California,152
2022-04-23,08,Colorado,182
2022-04-23,09,Connecticut,52
2022-04-23,11,District of Columbia,1
2022-04-23,10,Delaware,18
2022-04-23,12,Florida,162
2022-04-23,13,Georgia,47
2022-04-23,15,Hawaii,7
2022-04-23,19,Iowa,21
2022-04-23,16,Idaho,17
2022-04-23,17,Illinois,114
2022-04-23,18,Indiana,64
2022-04-23,20,Kansas,28
2022-04-23,21,Kentucky,79
2022-04-23,22,Louisiana,43
2022-04-23,25,Massachusetts,183
2022-04-23,24,Maryland,46
2022-04-23,23,Maine,21
2022-04-23,26,Michigan,141
2022-04-23,27,Minnesota,33
2022-04-23,29,Missouri,73
2022-04-23,28,Mississippi,17
2022-04-23,30,Montana,21
2022-04-23,37,North Carolina,48
2022-04-23,38,North Dakota,6
2022-04-23,31,Nebraska,16
2022-04-23,33,New Hampshire,34
2022-04-23,34,New Jersey,129
2022-04-23,35,New Mexico,43
2022-04-23,32,Nevada,79
2022-04-23,36,New York,297
2022-04-23,39,Ohio,122
2022-04-23,40,Oklahoma,80
2022-04-23,41,Oregon,27
2022-04-23,42,Pennsylvania,218
2022-04-23,72,Puerto Rico,121
2022-04-23,44,Rhode Island,10
2022-04-23,45,South Carolina,37
2022-04-23,46,South Dakota,5
2022-04-23,47,Tennessee,38
2022-04-23,48,Texas,352
2022-04-23,US,US,3588
2022-04-23,49,Utah,9
2022-04-23,51,Virginia,49
2022-04-23,50,Vermont,9
2022-04-23,53,Washington,34
2022-04-23,55,Wisconsin,54
2022-04-23,54,West Virginia,44
2022-04-23,56,Wyoming,1
2022-04-16,02,Alaska,1
2022-04-16,01,Alabama,19
2022-04-16,05,Arkansas,51
2022-04-16,04,Arizona,96
2022-04-16,06,California,106
2022-04-16,08,Colorado,139
2022-04-16,09,Connecticut,45
2022-04-16,11,District of Columbia,2
2022-04-16,10,Delaware,41
2022-04-16,12,Florida,158
2022-04-16,13,Georgia,41
2022-04-16,15,Hawaii,9
2022-04-16,19,Iowa,25
2022-04-16,16,Idaho,16
2022-04-16,17,Illinois,91
2022-04-16,18,Indiana,94
2022-04-16,20,Kansas,22
2022-04-16,21,Kentucky,97
2022-04-16,22,Louisiana,41
2022-04-16,25,Massachusetts,171
2022-04-16,24,Maryland,52
2022-04-16,23,Maine,15
2022-04-16,26,Michigan,153
2022-04-16,27,Minnesota,27
2022-04-16,29,Missouri,79
2022-04-16,28,Mississippi,24
2022-04-16,30,Montana,14
2022-04-16,37,North Carolina,62
2022-04-16,38,North Dakota,6
2022-04-16,31,Nebraska,29
2022-04-16,33,New Hampshire,19
2022-04-16,34,New Jersey,143
2022-04-16,35,New Mexico,29
2022-04-16,32,Nevada,73
2022-04-16,36,New York,231
2022-04-16,39,Ohio,138
2022-04-16,40,Oklahoma,106
2022-04-16,41,Oregon,14
2022-04-16,42,Pennsylvania,203
2022-04-16,72,Puerto Rico,69
2022-04-16,44,Rhode Island,9
2022-04-16,45,South Carolina,36
2022-04-16,46,South Dakota,5
2022-04-16,47,Tennessee,43
2022-04-16,48,Texas,355
2022-04-16,US,US,3441
2022-04-16,49,Utah,17
2022-04-16,51,Virginia,61
2022-04-16,50,Vermont,9
2022-04-16,53,Washington,32
2022-04-16,55,Wisconsin,67
2022-04-16,54,West Virginia,48
2022-04-16,56,Wyoming,8
2022-04-09,02,Alaska,2
2022-04-09,01,Alabama,28
2022-04-09,05,Arkansas,85
2022-04-09,04,Arizona,120
2022-04-09,06,California,102
2022-04-09,08,Colorado,105
2022-04-09,09,Connecticut,47
2022-04-09,11,District of Columbia,2
2022-04-09,10,Delaware,10
2022-04-09,12,Florida,97
2022-04-09,13,Georgia,28
2022-04-09,15,Hawaii,3
2022-04-09,19,Iowa,25
2022-04-09,16,Idaho,20
2022-04-09,17,Illinois,113
2022-04-09,18,Indiana,111
2022-04-09,20,Kansas,35
2022-04-09,21,Kentucky,90
2022-04-09,22,Louisiana,28
2022-04-09,25,Massachusetts,143
2022-04-09,24,Maryland,51
2022-04-09,23,Maine,11
2022-04-09,26,Michigan,173
2022-04-09,27,Minnesota,28
2022-04-09,29,Missouri,78
2022-04-09,28,Mississippi,33
2022-04-09,30,Montana,19
2022-04-09,37,North Carolina,40
2022-04-09,38,North Dakota,4
2022-04-09,31,Nebraska,35
2022-04-09,33,New Hampshire,14
2022-04-09,34,New Jersey,142
2022-04-09,35,New Mexico,44
2022-04-09,32,Nevada,97
2022-04-09,36,New York,200
2022-04-09,39,Ohio,129
2022-04-09,40,Oklahoma,121
2022-04-09,41,Oregon,14
2022-04-09,42,Pennsylvania,195
2022-04-09,72,Puerto Rico,40
2022-04-09,44,Rhode Island,5
2022-04-09,45,South Carolina,26
2022-04-09,46,South Dakota,11
2022-04-09,47,Tennessee,38
2022-04-09,48,Texas,364
2022-04-09,US,US,3287
2022-04-09,49,Utah,14
2022-04-09,51,Virginia,41
2022-04-09,50,Vermont,10
2022-04-09,53,Washington,24
2022-04-09,55,Wisconsin,44
2022-04-09,54,West Virginia,38
2022-04-09,56,Wyoming,10
2022-04-02,02,Alaska,0
2022-04-02,01,Alabama,32
2022-04-02,05,Arkansas,62
2022-04-02,04,Arizona,104
2022-04-02,06,California,84
2022-04-02,08,Colorado,123
2022-04-02,09,Connecticut,26
2022-04-02,11,District of Columbia,4
2022-04-02,10,Delaware,5
2022-04-02,12,Florida,101
2022-04-02,13,Georgia,50
2022-04-02,15,Hawaii,1
2022-04-02,19,Iowa,36
2022-04-02,16,Idaho,20
2022-04-02,17,Illinois,90
2022-04-02,18,Indiana,116
2022-04-02,20,Kansas,29
2022-04-02,21,Kentucky,51
2022-04-02,22,Louisiana,47
2022-04-02,25,Massachusetts,93
2022-04-02,24,Maryland,30
2022-04-02,23,Maine,9
2022-04-02,26,Michigan,164
2022-04-02,27,Minnesota,33
2022-04-02,29,Missouri,98
2022-04-02,28,Mississippi,25
2022-04-02,30,Montana,38
2022-04-02,37,North Carolina,31
2022-04-02,38,North Dakota,3
2022-04-02,31,Nebraska,25
2022-04-02,33,New Hampshire,7
2022-04-02,34,New Jersey,83
2022-04-02,35,New Mexico,41
2022-04-02,32,Nevada,55
2022-04-02,36,New York,163
2022-04-02,39,Ohio,101
2022-04-02,40,Oklahoma,168
2022-04-02,41,Oregon,10
2022-04-02,42,Pennsylvania,149
2022-04-02,72,Puerto Rico,34
2022-04-02,44,Rhode Island,3
2022-04-02,45,South Carolina,21
2022-04-02,46,South Dakota,7
2022-04-02,47,Tennessee,47
2022-04-02,48,Texas,538
2022-04-02,US,US,3149
2022-04-02,49,Utah,18
2022-04-02,51,Virginia,45
2022-04-02,50,Vermont,6
2022-04-02,53,Washington,20
2022-04-02,55,Wisconsin,57
2022-04-02,54,West Virginia,44
2022-04-02,56,Wyoming,2
2022-03-26,02,Alaska,3
2022-03-26,01,Alabama,27
2022-03-26,05,Arkansas,83
2022-03-26,04,Arizona,130
2022-03-26,06,California,63
2022-03-26,08,Colorado,82
2022-03-26,09,Connecticut,25
2022-03-26,11,District of Columbia,4
2022-03-26,10,Delaware,6
2022-03-26,12,Florida,108
2022-03-26,13,Georgia,34
2022-03-26,15,Hawaii,0
2022-03-26,19,Iowa,43
2022-03-26,16,Idaho,14
2022-03-26,17,Illinois,112
2022-03-26,18,Indiana,126
2022-03-26,20,Kansas,44
2022-03-26,21,Kentucky,45
2022-03-26,22,Louisiana,44
2022-03-26,25,Massachusetts,40
2022-03-26,24,Maryland,32
2022-03-26,23,Maine,3
2022-03-26,26,Michigan,137
2022-03-26,27,Minnesota,37
2022-03-26,29,Missouri,86
2022-03-26,28,Mississippi,48
2022-03-26,30,Montana,19
2022-03-26,37,North Carolina,26
2022-03-26,38,North Dakota,6
2022-03-26,31,Nebraska,60
2022-03-26,33,New Hampshire,9
2022-03-26,34,New Jersey,65
2022-03-26,35,New Mexico,37
2022-03-26,32,Nevada,46
2022-03-26,36,New York,90
2022-03-26,39,Ohio,109
2022-03-26,40,Oklahoma,161
2022-03-26,41,Oregon,24
2022-03-26,42,Pennsylvania,118
2022-03-26,72,Puerto Rico,37
2022-03-26,44,Rhode Island,1
2022-03-26,45,South Carolina,17
2022-03-26,46,South Dakota,5
2022-03-26,47,Tennessee,48
2022-03-26,48,Texas,637
2022-03-26,US,US,3061
2022-03-26,49,Utah,6
2022-03-26,51,Virginia,42
2022-03-26,50,Vermont,8
2022-03-26,53,Washington,24
2022-03-26,55,Wisconsin,58
2022-03-26,54,West Virginia,25
2022-03-26,56,Wyoming,7
2022-03-19,02,Alaska,1
2022-03-19,01,Alabama,27
2022-03-19,05,Arkansas,65
2022-03-19,04,Arizona,113
2022-03-19,06,California,53
2022-03-19,08,Colorado,58
2022-03-19,09,Connecticut,18
2022-03-19,11,District of Columbia,2
2022-03-19,10,Delaware,6
2022-03-19,12,Florida,71
2022-03-19,13,Georgia,30
2022-03-19,15,Hawaii,1
2022-03-19,19,Iowa,49
2022-03-19,16,Idaho,16
2022-03-19,17,Illinois,62
2022-03-19,18,Indiana,120
2022-03-19,20,Kansas,34
2022-03-19,21,Kentucky,39
2022-03-19,22,Louisiana,45
2022-03-19,25,Massachusetts,44
2022-03-19,24,Maryland,23
2022-03-19,23,Maine,1
2022-03-19,26,Michigan,119
2022-03-19,27,Minnesota,29
2022-03-19,29,Missouri,92
2022-03-19,28,Mississippi,32
2022-03-19,30,Montana,16
2022-03-19,37,North Carolina,16
2022-03-19,38,North Dakota,3
2022-03-19,31,Nebraska,61
2022-03-19,33,New Hampshire,10
2022-03-19,34,New Jersey,48
2022-03-19,35,New Mexico,16
2022-03-19,32,Nevada,35
2022-03-19,36,New York,95
2022-03-19,39,Ohio,97
2022-03-19,40,Oklahoma,168
2022-03-19,41,Oregon,18
2022-03-19,42,Pennsylvania,108
2022-03-19,72,Puerto Rico,22
2022-03-19,44,Rhode Island,1
2022-03-19,45,South Carolina,23
2022-03-19,46,South Dakota,13
2022-03-19,47,Tennessee,36
2022-03-19,48,Texas,639
2022-03-19,US,US,2760
2022-03-19,49,Utah,18
2022-03-19,51,Virginia,41
2022-03-19,50,Vermont,0
2022-03-19,53,Washington,21
2022-03-19,55,Wisconsin,55
2022-03-19,54,West Virginia,47
2022-03-19,56,Wyoming,3
2022-03-12,02,Alaska,2
2022-03-12,01,Alabama,36
2022-03-12,05,Arkansas,64
2022-03-12,04,Arizona,89
2022-03-12,06,California,42
2022-03-12,08,Colorado,41
2022-03-12,09,Connecticut,8
2022-03-12,11,District of Columbia,4
2022-03-12,10,Delaware,7
2022-03-12,12,Florida,68
2022-03-12,13,Georgia,38
2022-03-12,15,Hawaii,0
2022-03-12,19,Iowa,55
2022-03-12,16,Idaho,14
2022-03-12,17,Illinois,37
2022-03-12,18,Indiana,110
2022-03-12,20,Kansas,44
2022-03-12,21,Kentucky,33
2022-03-12,22,Louisiana,35
2022-03-12,25,Massachusetts,29
2022-03-12,24,Maryland,17
2022-03-12,23,Maine,2
2022-03-12,26,Michigan,90
2022-03-12,27,Minnesota,35
2022-03-12,29,Missouri,71
2022-03-12,28,Mississippi,33
2022-03-12,30,Montana,14
2022-03-12,37,North Carolina,58
2022-03-12,38,North Dakota,6
2022-03-12,31,Nebraska,43
2022-03-12,33,New Hampshire,15
2022-03-12,34,New Jersey,37
2022-03-12,35,New Mexico,7
2022-03-12,32,Nevada,23
2022-03-12,36,New York,56
2022-03-12,39,Ohio,78
2022-03-12,40,Oklahoma,121
2022-03-12,41,Oregon,7
2022-03-12,42,Pennsylvania,85
2022-03-12,72,Puerto Rico,26
2022-03-12,44,Rhode Island,0
2022-03-12,45,South Carolina,22
2022-03-12,46,South Dakota,14
2022-03-12,47,Tennessee,33
2022-03-12,48,Texas,438
2022-03-12,US,US,2223
2022-03-12,49,Utah,15
2022-03-12,51,Virginia,33
2022-03-12,50,Vermont,0
2022-03-12,53,Washington,12
2022-03-12,55,Wisconsin,43
2022-03-12,54,West Virginia,27
2022-03-12,56,Wyoming,6
2022-03-05,02,Alaska,0
2022-03-05,01,Alabama,31
2022-03-05,05,Arkansas,60
2022-03-05,04,Arizona,85
2022-03-05,06,California,38
2022-03-05,08,Colorado,24
2022-03-05,09,Connecticut,4
2022-03-05,11,District of Columbia,1
2022-03-05,10,Delaware,2
2022-03-05,12,Florida,72
2022-03-05,13,Georgia,27
2022-03-05,15,Hawaii,0
2022-03-05,19,Iowa,58
2022-03-05,16,Idaho,2
2022-03-05,17,Illinois,21
2022-03-05,18,Indiana,62
2022-03-05,20,Kansas,29
2022-03-05,21,Kentucky,21
2022-03-05,22,Louisiana,31
2022-03-05,25,Massachusetts,13
2022-03-05,24,Maryland,25
2022-03-05,23,Maine,3
2022-03-05,26,Michigan,76
2022-03-05,27,Minnesota,28
2022-03-05,29,Missouri,76
2022-03-05,28,Mississippi,36
2022-03-05,30,Montana,21
2022-03-05,37,North Carolina,46
2022-03-05,38,North Dakota,2
2022-03-05,31,Nebraska,53
2022-03-05,33,New Hampshire,3
2022-03-05,34,New Jersey,44
2022-03-05,35,New Mexico,6
2022-03-05,32,Nevada,19
2022-03-05,36,New York,57
2022-03-05,39,Ohio,46
2022-03-05,40,Oklahoma,94
2022-03-05,41,Oregon,2
2022-03-05,42,Pennsylvania,79
2022-03-05,72,Puerto Rico,6
2022-03-05,44,Rhode Island,2
2022-03-05,45,South Carolina,27
2022-03-05,46,South Dakota,35
2022-03-05,47,Tennessee,34
2022-03-05,48,Texas,334
2022-03-05,US,US,1889
2022-03-05,49,Utah,11
2022-03-05,51,Virginia,35
2022-03-05,50,Vermont,0
2022-03-05,53,Washington,13
2022-03-05,55,Wisconsin,61
2022-03-05,54,West Virginia,30
2022-03-05,56,Wyoming,4
2022-02-26,02,Alaska,1
2022-02-26,01,Alabama,13
2022-02-26,05,Arkansas,40
2022-02-26,04,Arizona,75
2022-02-26,06,California,27
2022-02-26,08,Colorado,29
2022-02-26,09,Connecticut,7
2022-02-26,11,District of Columbia,0
2022-02-26,10,Delaware,1
2022-02-26,12,Florida,73
2022-02-26,13,Georgia,36
2022-02-26,15,Hawaii,0
2022-02-26,19,Iowa,62
2022-02-26,16,Idaho,3
2022-02-26,17,Illinois,28
2022-02-26,18,Indiana,44
2022-02-26,20,Kansas,38
2022-02-26,21,Kentucky,28
2022-02-26,22,Louisiana,34
2022-02-26,25,Massachusetts,41
2022-02-26,24,Maryland,15
2022-02-26,23,Maine,2
2022-02-26,26,Michigan,54
2022-02-26,27,Minnesota,19
2022-02-26,29,Missouri,53
2022-02-26,28,Mississippi,28
2022-02-26,30,Montana,16
2022-02-26,37,North Carolina,38
2022-02-26,38,North Dakota,0
2022-02-26,31,Nebraska,40
2022-02-26,33,New Hampshire,4
2022-02-26,34,New Jersey,37
2022-02-26,35,New Mexico,5
2022-02-26,32,Nevada,10
2022-02-26,36,New York,29
2022-02-26,39,Ohio,34
2022-02-26,40,Oklahoma,79
2022-02-26,41,Oregon,4
2022-02-26,42,Pennsylvania,83
2022-02-26,72,Puerto Rico,8
2022-02-26,44,Rhode Island,0
2022-02-26,45,South Carolina,22
2022-02-26,46,South Dakota,13
2022-02-26,47,Tennessee,45
2022-02-26,48,Texas,350
2022-02-26,US,US,1669
2022-02-26,49,Utah,7
2022-02-26,51,Virginia,40
2022-02-26,50,Vermont,1
2022-02-26,53,Washington,5
2022-02-26,55,Wisconsin,29
2022-02-26,54,West Virginia,15
2022-02-26,56,Wyoming,4
2022-02-19,02,Alaska,0
2022-02-19,01,Alabama,22
2022-02-19,05,Arkansas,26
2022-02-19,04,Arizona,61
2022-02-19,06,California,15
2022-02-19,08,Colorado,20
2022-02-19,09,Connecticut,1
2022-02-19,11,District of Columbia,1
2022-02-19,10,Delaware,2
2022-02-19,12,Florida,66
2022-02-19,13,Georgia,46
2022-02-19,15,Hawaii,0
2022-02-19,19,Iowa,45
2022-02-19,16,Idaho,1
2022-02-19,17,Illinois,24
2022-02-19,18,Indiana,55
2022-02-19,20,Kansas,31
2022-02-19,21,Kentucky,20
2022-02-19,22,Louisiana,39
2022-02-19,25,Massachusetts,48
2022-02-19,24,Maryland,13
2022-02-19,23,Maine,5
2022-02-19,26,Michigan,52
2022-02-19,27,Minnesota,30
2022-02-19,29,Missouri,57
2022-02-19,28,Mississippi,26
2022-02-19,30,Montana,7
2022-02-19,37,North Carolina,35
2022-02-19,38,North Dakota,5
2022-02-19,31,Nebraska,32
2022-02-19,33,New Hampshire,8
2022-02-19,34,New Jersey,27
2022-02-19,35,New Mexico,7
2022-02-19,32,Nevada,6
2022-02-19,36,New York,40
2022-02-19,39,Ohio,40
2022-02-19,40,Oklahoma,78
2022-02-19,41,Oregon,5
2022-02-19,42,Pennsylvania,91
2022-02-19,72,Puerto Rico,8
2022-02-19,44,Rhode Island,1
2022-02-19,45,South Carolina,20
2022-02-19,46,South Dakota,15
2022-02-19,47,Tennessee,29
2022-02-19,48,Texas,266
2022-02-19,US,US,1512
2022-02-19,49,Utah,4
2022-02-19,51,Virginia,39
2022-02-19,50,Vermont,0
2022-02-19,53,Washington,6
2022-02-19,55,Wisconsin,25
2022-02-19,54,West Virginia,10
2022-02-19,56,Wyoming,2
2022-02-12,02,Alaska,0
2022-02-12,01,Alabama,10
2022-02-12,05,Arkansas,29
2022-02-12,04,Arizona,64
2022-02-12,06,California,36
2022-02-12,08,Colorado,29
2022-02-12,09,Connecticut,0
2022-02-12,11,District of Columbia,0
2022-02-12,10,Delaware,2
2022-02-12,12,Florida,68
2022-02-12,13,Georgia,36
2022-02-12,15,Hawaii,0
2022-02-12,19,Iowa,46
2022-02-12,16,Idaho,1
2022-02-12,17,Illinois,9
2022-02-12,18,Indiana,33
2022-02-12,20,Kansas,14
2022-02-12,21,Kentucky,15
2022-02-12,22,Louisiana,20
2022-02-12,25,Massachusetts,33
2022-02-12,24,Maryland,7
2022-02-12,23,Maine,6
2022-02-12,26,Michigan,43
2022-02-12,27,Minnesota,20
2022-02-12,29,Missouri,47
2022-02-12,28,Mississippi,21
2022-02-12,30,Montana,13
2022-02-12,37,North Carolina,30
2022-02-12,38,North Dakota,6
2022-02-12,31,Nebraska,29
2022-02-12,33,New Hampshire,10
2022-02-12,34,New Jersey,23
2022-02-12,35,New Mexico,7
2022-02-12,32,Nevada,6
2022-02-12,36,New York,27
2022-02-12,39,Ohio,28
2022-02-12,40,Oklahoma,73
2022-02-12,41,Oregon,2
2022-02-12,42,Pennsylvania,56
2022-02-12,72,Puerto Rico,18
2022-02-12,44,Rhode Island,0
2022-02-12,45,South Carolina,21
2022-02-12,46,South Dakota,19
2022-02-12,47,Tennessee,26
2022-02-12,48,Texas,164
2022-02-12,US,US,1237
2022-02-12,49,Utah,6
2022-02-12,51,Virginia,40
2022-02-12,50,Vermont,0
2022-02-12,53,Washington,8
2022-02-12,55,Wisconsin,29
2022-02-12,54,West Virginia,5
2022-02-12,56,Wyoming,2
2022-02-05,02,Alaska,1
2022-02-05,01,Alabama,17
2022-02-05,05,Arkansas,20
2022-02-05,04,Arizona,38
2022-02-05,06,California,35
2022-02-05,08,Colorado,18
2022-02-05,09,Connecticut,4
2022-02-05,11,District of Columbia,3
2022-02-05,10,Delaware,0
2022-02-05,12,Florida,76
2022-02-05,13,Georgia,48
2022-02-05,15,Hawaii,0
2022-02-05,19,Iowa,16
2022-02-05,16,Idaho,1
2022-02-05,17,Illinois,14
2022-02-05,18,Indiana,35
2022-02-05,20,Kansas,9
2022-02-05,21,Kentucky,14
2022-02-05,22,Louisiana,25
2022-02-05,25,Massachusetts,40
2022-02-05,24,Maryland,11
2022-02-05,23,Maine,3
2022-02-05,26,Michigan,27
2022-02-05,27,Minnesota,19
2022-02-05,29,Missouri,52
2022-02-05,28,Mississippi,22
2022-02-05,30,Montana,9
2022-02-05,37,North Carolina,28
2022-02-05,38,North Dakota,17
2022-02-05,31,Nebraska,34
2022-02-05,33,New Hampshire,1
2022-02-05,34,New Jersey,26
2022-02-05,35,New Mexico,11
2022-02-05,32,Nevada,4
2022-02-05,36,New York,15
2022-02-05,39,Ohio,22
2022-02-05,40,Oklahoma,50
2022-02-05,41,Oregon,1
2022-02-05,42,Pennsylvania,44
2022-02-05,72,Puerto Rico,6
2022-02-05,44,Rhode Island,0
2022-02-05,45,South Carolina,22
2022-02-05,46,South Dakota,9
2022-02-05,47,Tennessee,37
2022-02-05,48,Texas,107
2022-02-05,US,US,1092
2022-02-05,49,Utah,5
2022-02-05,51,Virginia,47
2022-02-05,50,Vermont,0
2022-02-05,53,Washington,7
2022-02-05,55,Wisconsin,30
2022-02-05,54,West Virginia,11
2022-02-05,56,Wyoming,1
2022-01-29,02,Alaska,1
2022-01-29,01,Alabama,20
2022-01-29,05,Arkansas,19
2022-01-29,04,Arizona,33
2022-01-29,06,California,26
2022-01-29,08,Colorado,11
2022-01-29,09,Connecticut,2
2022-01-29,11,District of Columbia,0
2022-01-29,10,Delaware,2
2022-01-29,12,Florida,61
2022-01-29,13,Georgia,34
2022-01-29,15,Hawaii,0
2022-01-29,19,Iowa,7
2022-01-29,16,Idaho,2
2022-01-29,17,Illinois,10
2022-01-29,18,Indiana,34
2022-01-29,20,Kansas,8
2022-01-29,21,Kentucky,24
2022-01-29,22,Louisiana,12
2022-01-29,25,Massachusetts,41
2022-01-29,24,Maryland,10
2022-01-29,23,Maine,1
2022-01-29,26,Michigan,30
2022-01-29,27,Minnesota,21
2022-01-29,29,Missouri,54
2022-01-29,28,Mississippi,14
2022-01-29,30,Montana,7
